Original_Review,Aspects,Sentiments,Empty,label,,
에그타르트 파이 결 살아있는 거 대박.. 입안에서 녹아요,쿠키_구움과자,긍정,,000100000000,,
갈레트 브루통 풍미 미쳤다 ㅠㅠ 이건 꼭 사야 함,쿠키_구움과자,긍정,,000100000000,,
얼그레이 스콘 향 진해서 너무 좋음! 향긋함 그 자체,쿠키_구움과자,긍정,,000100000000,,
초코칩 쿠키 쫀득쫀득한 식감 실화냐? 완전 취저 ㅠㅠ,쿠키_구움과자,긍정,,000100000000,,
답례품으로 샀는데 구움과자 퀄리티 다 너무 좋아서 칭찬받음,쿠키_구움과자,긍정,,000100000000,,
휘낭시에 종류별로 다 먹어봤는데 버터 향이 장난 아님 bb,쿠키_구움과자,긍정,,000100000000,,
레몬 케이크 상큼함 터짐! 아이싱도 완벽해,쿠키_구움과자,긍정,,000100000000,,
여기 스콘은 잼 없이 그냥 먹어도 고소함 끝판왕임,쿠키_구움과자,긍정,,000100000000,,
쿠키 두께 좀 봐 ㄷㄷ 뚱쿠키의 정석임. 존맛탱,쿠키_구움과자,긍정,,000100000000,,
구움과자 비주얼도 예쁜데 맛은 더 감동적임 ㅠㅠ,쿠키_구움과자,긍정,,000100000000,,
말차 쿠키 화이트 초코 조합 미쳤네.. 쌉싸름 달콤 최고,쿠키_구움과자,긍정,,000100000000,,
무화과 크림치즈 휘낭시에 조합 대천재... 너무 맛있어,쿠키_구움과자,긍정,,000100000000,,
마카롱 꼬끄 쫀득하고 필링 가득해서 한입 가득 행복함,쿠키_구움과자,긍정,,000100000000,,
티그레라는 거 첨 먹어봤는데 식감 쫀득하니 완전 갓벽,쿠키_구움과자,긍정,,000100000000,,
초코 휘낭시에 위에 소금 뿌려져서 단짠 조화 오짐,쿠키_구움과자,긍정,,000100000000,,
사블레 쿠키 바스락거리는 식감 너무 기분 좋아짐 ㅠㅠ,쿠키_구움과자,긍정,,000100000000,,
약과 쿠키 유행이라 먹어봤는데 여기만큼 쫀득한 데 없음,쿠키_구움과자,긍정,,000100000000,,
코코넛 로쉐 향긋하고 달달해서 순삭함 ㅋㅋㅋ,쿠키_구움과자,긍정,,000100000000,,
빨미까레 결이 하나하나 살아있고 초코도 고급진 맛!,쿠키_구움과자,긍정,,000100000000,,
바닐라빈 콕콕 박힌 까눌레 속살 촉촉함이 남다름,쿠키_구움과자,긍정,,000100000000,,
여기 구움과자 라인업 다 내 스타일.. 매일 오고 싶음,쿠키_구움과자,긍정,,000100000000,,
피칸 파이 고소함 폭발함;; 씹을수록 대박임,쿠키_구움과자,긍정,,000100000000,,
쿠키 한 입 먹고 바로 기절할 뻔.. 너무 맛있음 진짜,쿠키_구움과자,긍정,,000100000000,,
스콘 너무 퍽퍽해서 목 막혀 죽는 줄 알았음 ㅡㅡ,쿠키_구움과자,부정,,000100000000,,
휘낭시에 기름 전내 나고 눅눅해서 한입 먹고 버림,쿠키_구움과자,부정,,000100000000,,
까눌레 겉면이 탄 맛밖에 안 나는데 이게 맞는 거임? 노답,쿠키_구움과자,부정,,000200000000,,
쿠키 밀가루 풋내 너무 심함.. 덜 익은 거 아닌가 싶음,쿠키_구움과자,부정,,000200000000,,
마들렌 너무 퍽퍽하고 아무 맛도 안 남. 편의점 빵보다 못함,쿠키_구움과자,부정,,000200000000,,
브라우니 너무 달기만 하고 깊은 맛이 1도 없음. 개실망,쿠키_구움과자,부정,,000200000000,,
에그타르트 비린내 심해서 못 먹겠음.. 돈 버렸다 진짜,쿠키_구움과자,부정,,000200000000,,
구움과자들 상태가 왜 이래? 다 말라비틀어져 있음,쿠키_구움과자,부정,,000200000000,,
황치즈 맛이라면서 치즈 맛 하나도 안 남. 사기 당한 기분,쿠키_구움과자,부정,,000200000000,,
쿠키 크기 실화냐? 너무 작아서 간에 기별도 안 감,쿠키_구움과자,부정,,000200000000,,
스콘 가루 너무 날리고 먹기만 불편함. 맛도 그닥,쿠키_구움과자,부정,,000200000000,,
마카롱 꼬끄 다 깨져 있고 필링은 느끼해서 속 안 좋아짐,쿠키_구움과자,부정,,000200000000,,
휘낭시에 버터 풍미 1도 없고 그냥 빵 같음. 돈 아까워,쿠키_구움과자,부정,,000200000000,,
구움과자 종류도 별로 없고 남아있는 건 다 별로임,쿠키_구움과자,부정,,000200000000,,
레몬 마들렌 시기만 하고 단맛이 아예 없어서 당황함,쿠키_구움과자,부정,,000200000000,,
초코칩 쿠키에 초코칩이 거의 없음 ㅋㅋ 장난하나,쿠키_구움과자,부정,,000200000000,,
여기 구움과자는 식감이 다 왜 이럼? 질기고 딱딱함,쿠키_구움과자,부정,,000200000000,,
약과 쿠키 너무 느끼해서 끝까지 못 먹고 포기함,쿠키_구움과자,부정,,000200000000,,
스콘 속이 덜 익어서 생반죽 맛 남.. 최악이다 진짜,쿠키_구움과자,부정,,000200000000,,
까눌레 질겨서 턱 아파요. 바삭함은 어디 간 건지 ㅡㅡ,쿠키_구움과자,부정,,000200000000,,
휘낭시에 겉면이 너무 끈적거려서 먹기 싫어짐,쿠키_구움과자,부정,,000200000000,,
쿠키 설탕 덩어리인 줄.. 너무 달아서 머리 아픈 맛,쿠키_구움과자,부정,,000200000000,,
피칸 파이 피칸은 거의 없고 필링만 가득함. 별로임,쿠키_구움과자,부정,,000200000000,,
구움과자 향료 냄새 너무 심해서 거부감 들었음,쿠키_구움과자,부정,,000200000000,,
냉동 생지 구운 맛임. 수제 구움과자라면서 실망임,쿠키_구움과자,부정,,000200000000,,
브라우니 식감이 푸석푸석함. 꾸덕함 1도 없음,쿠키_구움과자,부정,,000200000000,,
마들렌 배꼽도 안 올라오고 그냥 눅눅한 빵 수준임,쿠키_구움과자,부정,,000200000000,,
초코 쿠키 탄 냄새 너무 나서 짜증 났음,쿠키_구움과자,부정,,000200000000,,
여기 구움과자들은 다 신선도가 떨어지는 것 같음,쿠키_구움과자,부정,,000200000000,,
까눌레 속이 너무 떡져서 식감 진짜 이상함 ㅠㅠ 비추,쿠키_구움과자,부정,,000200000000,,
스콘은 그냥 일반적인 플레인 스콘 맛이에요,쿠키_구움과자,중립,,000300000000,,
휘낭시에가 다른 곳보다 좀 단단한 편이네요,쿠키_구움과자,중립,,000300000000,,
까눌레 겉은 딱딱하고 속은 그냥 촉촉한 정도임,쿠키_구움과자,중립,,000300000000,,
쿠키 크기는 손바닥 반 정도 되는 사이즈예요,쿠키_구움과자,중립,,000300000000,,
마들렌에 레몬 향이 은은하게 나긴 하는데 진하진 않음,쿠키_구움과자,중립,,000300000000,,
초코 브라우니 위에 견과류가 뿌려져서 나옴,쿠키_구움과자,중립,,000300000000,,
에그타르트 필링이 푸딩 같은 느낌이네요,쿠키_구움과자,중립,,000300000000,,
"구움과자 종류는 휘낭시에 3종, 스콘 2종 정도 있음",쿠키_구움과자,중립,,000300000000,,
쿠키 식감이 쫀득하기보단 바삭한 스타일임,쿠키_구움과자,중립,,000300000000,,
스콘 시키면 딸기잼이 기본으로 같이 제공됨,쿠키_구움과자,중립,,000300000000,,
휘낭시에 맛은 그냥 쏘쏘. 나쁘진 않은데 평범함,쿠키_구움과자,중립,,000300000000,,
황치즈 쿠키 색깔은 진한데 치즈 맛은 보통임,쿠키_구움과자,중립,,000300000000,,
마카롱 필링이 꽤 두껍게 들어가 있는 편,쿠키_구움과자,중립,,000300000000,,
구움과자들이 전반적으로 달지 않고 담백한 편임,쿠키_구움과자,중립,,000300000000,,
약과 쿠키 위에 진짜 약과가 하나 올라가 있음,쿠키_구움과자,중립,,000300000000,,
레몬 마들렌 겉에 설탕 코팅이 얇게 발려져 있음,쿠키_구움과자,중립,,000300000000,,
스콘이 좀 잘 부서지는 타입이라 먹을 때 가루 생김,쿠키_구움과자,중립,,000300000000,,
초코칩 쿠키에 다크 초코가 들어가서 쌉싸름함,쿠키_구움과자,중립,,000300000000,,
피칸 파이 크기가 생각보다 아담함,쿠키_구움과자,중립,,000300000000,,
구움과자 세트로도 파는데 구성은 선택 가능함,쿠키_구움과자,중립,,000300000000,,
무화과 휘낭시에 안에 건무화과가 큼직하게 박힘,쿠키_구움과자,중립,,000300000000,,
바닐라 까눌레인데 바닐라 향이 강하지는 않음,쿠키_구움과자,중립,,000300000000,,
쿠키가 아주 얇은 스타일이라 금방 먹게 됨,쿠키_구움과자,중립,,000300000000,,
스콘은 버터 맛보다는 밀가루 맛이 좀 더 강함,쿠키_구움과자,중립,,000300000000,,
여기 구움과자는 상온에 진열되어 있음,쿠키_구움과자,중립,,000300000000,,
브라우니가 아주 꾸덕하진 않고 빵 같은 식감임,쿠키_구움과자,중립,,000300000000,,
얼그레이 스콘 위에 화이트 초코가 살짝 묻어있음,쿠키_구움과자,중립,,000300000000,,
마들렌 크기가 다른 곳에 비해 조금 큰 편임,쿠키_구움과자,중립,,000300000000,,
휘낭시에 끝부분이 살짝 바삭하게 구워져 나옴,쿠키_구움과자,중립,,000300000000,,
쿠키 종류가 매일 조금씩 바뀌는 것 같음,쿠키_구움과자,중립,,000300000000,,
망고 빙수 과일 대박 달고 입에서 살살 녹아요ㅠㅠ,빙수_과일,긍정,,000010000000,,
여기 딸기 진짜 신선함... 생과일 폭탄이라 감동,빙수_과일,긍정,,000010000000,,
빙수 얼음이 우유라서 진짜 고소하고 존맛탱임,빙수_과일,긍정,,000010000000,,
멜론 빙수 비주얼 미쳤다ㅋㅋ 과즙 팡팡 터짐,빙수_과일,긍정,,000010000000,,
인생 빙수 등극;; 팥이 직접 만든 거라 그런지 찐이다,빙수_과일,긍정,,000010000000,,
복숭아 아낌없이 올라가서 너무 행복해짐,빙수_과일,긍정,,000010000000,,
샤인머스캣 빙수 상큼함 끝판왕!! 완전 추천,빙수_과일,긍정,,000010000000,,
여기 빙수 먹으러 멀리서 온 보람이 있네 극락임,빙수_과일,긍정,,000010000000,,
우유 얼음 입자가 엄청 고와서 사르르 녹음 대박,빙_수과일,긍정,,000010000000,,
과일 당도 체크 따로 하시나? 모든 조각이 다 달아요,빙수_과일,긍정,,000010000000,,
블루베리 빙수 톡톡 터지는 식감 최고임 취저,빙수_과일,긍정,,000010000000,,
빙수에 들어가는 연유까지 직접 만드시는 건가 꿀맛,빙수_과일,긍정,,000010000000,,
여름엔 역시 이 집 수박 빙수가 제일인 듯 캬,빙수_과일,긍정,,000010000000,,
말차 빙수 진해서 너무 좋아요 녹차 덕후들 모여라,빙수_과일,긍정,,000010000000,,
빙수 퀄리티 무엇... 호텔 빙수 저리가라임,빙수_과일,긍정,,000010000000,,
과일이 냉동 아니고 생과일이라 너무 신선해요 굳,빙수_과일,긍정,,000010000000,,
팥이 안 달아서 계속 들어가요 어르신들도 좋아할 맛,빙수_과일,긍정,,000010000000,,
옥수수 빙수 단짠단짠 미쳤음 이거 꼭 드셈,빙수_과일,긍정,,000010000000,,
눈꽃 빙수 식감 제대로네요 마지막까지 안 질림,빙수_과일,긍정,,000010000000,,
체리 빙수 비주얼도 예쁘고 맛도 상큼해서 기절,빙수_과일,긍정,,000010000000,,
여긴 진짜 과일 빙수의 성지인 듯 당도 미쳤다,빙수_과일,긍정,,000010000000,,
인절미 빙수 가루 엄청 고소해서 순삭함,빙수_과일,긍정,,000010000000,,
망고 후숙 너무 잘돼서 입에서 그냥 녹아버림,빙수_과일,긍정,,000010000000,,
빙수 속까지 과일이 꽉 차 있어서 감동했어요,빙수_과일,긍정,,000010000000,,
자몽 빙수 쌉싸름하면서 달콤한 게 중독성 오짐,빙수_과일,긍정,,000010000000,,
우유 빙질이 너무 부드러워서 솜사탕 먹는 줄,빙수_과일,긍정,,000010000000,,
과일 빙수 덕후라면 여기 무조건 와야 함 찐맛집,빙수_과일,긍정,,000010000000,,
요거트 빙수 상큼함 터져서 입가심으로 최고,빙수_과일,긍정,,000010000000,,
팥빙수 정석 그 자체! 떡도 엄청 쫄깃함,빙수_과일,긍정,,000010000000,,
과일들이 다 탱글탱글하고 신선해서 너무 만족,빙수_과일,긍정,,000010000000,,
딸기 빙수 시켰는데 딸기가 다 물러서 나옴ㅡㅡ,빙수_과일,부정,,000020000000,,
망고가 너무 셔서 못 먹겠음 이게 무슨 맛임?,빙수_과일,부정,,000020000000,,
빙수 얼음이 그냥 생얼음이라 아무 맛도 안 남 노답,빙수_과일,부정,,000020000000,,
과일 양 실화냐? 위에만 살짝 덮여있고 속은 맹탕,빙수_과일,부정,,000020000000,,
팥에서 수돗물 냄새 남... 진짜 최악이었음,빙수_과일,부정,,000020000000,,
빙수가 너무 빨리 녹아서 나중엔 죽처럼 됨 개실망,빙수_과일,부정,,000020000000,,
시럽 맛이 너무 강해서 과일 본연의 맛이 안 남,빙수_과일,부정,,000020000000,,
냉동 과일 썼는지 이 시려 죽는 줄 알았네 맛없음,빙수_과일,부정,,000020000000,,
수박 빙수 수박이 다 말라있어요 관리 안 하나 봄,빙수_과일,부정,,000020000000,,
빙수 떡이 너무 딱딱해서 고무 씹는 줄 알았음,빙수_과일,부정,,000020000000,,
우유 빙수라더니 물 탄 맛 남 밍밍함의 극치,빙수_과일,부정,,000020000000,,
멜론 당도 1도 없음 그냥 무 씹는 식감임 다 버림,빙수_과일,부정,,000020000000,,
빙수 비주얼만 번지르르하고 맛은 편의점보다 못함,빙수_과일,부정,,000020000000,,
과일에서 쉰내 나는 것 같아서 한입 먹고 안 먹음,빙수_과일,부정,,000020000000,,
인절미 가루가 너무 뻑뻑해서 먹다가 사레들림 비추,빙수_과일,부정,,000020000000,,
초코 빙수인데 초코 시럽이 너무 저렴한 맛 남,빙수_과일,부정,,000020000000,,
과일 조각들이 너무 작아서 씹는 맛도 안 느껴짐,빙수_과일,부정,,000020000000,,
연유가 부족해서 말했더니 추가금 받음 얼탱없네,빙수_과일,부정,,000020000000,,
빙수 얼음 입자가 너무 굵어서 서걱거림 눈꽃 아님,빙수_과일,부정,,000020000000,,
복숭아 빙수인데 복숭아가 다 갈변돼서 나옴 ㅡㅡ,빙수_과일,부정,,000020000000,,
망고 빙수에 망고가 3조각 들어있는 게 말이 됨?,빙수_과일,부정,,000020000000,,
토핑들이 다 따로 놂 조화가 1도 없는 맛,빙수_과일,부정,,000020000000,,
블루베리 너무 셔서 얼굴 찌푸려짐 다신 안 시킴,빙수_과일,부정,,000020000000,,
빙수 그릇만 크고 양은 코딱지만 함 진짜 돈 아깝,빙수_과일,부정,,000020000000,,
녹차 빙수 너무 써서 사약 먹는 기분이었음 극혐,빙수_과일,부정,,000020000000,,
팥이 너무 달아서 머리 아픔 당도 조절 실패인 듯,빙수_과일,부정,,000020000000,,
냉동 딸기 해동 잘못했는지 물컹거리고 비림 노답,빙수_과일,부정,,000020000000,,
빙수 베이스가 너무 달아서 과일 맛이 다 묻힘,빙수_과일,부정,,000020000000,,
샤베트 빙수라더니 그냥 얼음 알갱이 씹힘 돈 버림,빙수_과일,부정,,000020000000,,
과일 상태가 영 아니네요 신선도가 너무 떨어짐,빙수_과일,부정,,000020000000,,
망고 빙수에 망고랑 연유 뿌려져서 나옵니다,빙수_과일,중립,,000030000000,,
빙수 얼음은 우유 얼음이고 위에 팥이 올라가 있네요,빙수_과일,중립,,000030000000,,
딸기는 생과일 아니고 냉동인 것 같아요 쏘쏘함,빙수_과일,중립,,000030000000,,
인절미 빙수에 떡 5개 정도 들어있음 평범해요,빙수_과일,중립,,000030000000,,
과일 빙수 시키면 2인이 먹기 적당한 양으로 나옴,빙수_과일,중립,,000030000000,,
빙수 베이스는 그냥 일반적인 물 얼음입니다,빙수_과일,중립,,000030000000,,
멜론 빙수 안에 아이스크림 한 스쿱 들어있음,빙수_과일,중립,,000030000000,,
과일 종류는 제철에 따라 조금씩 바뀌는 듯함,빙수_과일,중립,,000030000000,,
그냥 우리가 아는 전형적인 팥빙수 맛이에요,빙수_과일,중립,,000030000000,,
초코 시럽이랑 시리얼이 토핑으로 올라가 있음,빙수_과일,중립,,000030000000,,
빙수 속에는 따로 토핑 없고 위쪽에만 몰려있네요,빙수_과일,중립,,000030000000,,
샤인머스캣 빙수에 과일 양은 적당히 들어있음,빙수_과일,중립,,000030000000,,
얼음 입자가 아주 곱지도 거칠지도 않은 중간 정도,빙수_과일,중립,,000030000000,,
요거트 파우더 맛이 강하게 느껴지는 빙수임,빙수_과일,중립,,000030000000,,
팥이랑 떡이 따로 종지에 담겨서 나옵니다,빙수_과일,중립,,000030000000,,
복숭아는 딱딱한 거랑 말랑한 거 섞여 있는 듯,빙수_과일,중립,,000030000000,,
빙수 위에 말차 아이스크림 한 덩이 올라가요,빙수_과일,중립,,000030000000,,
과일이 아주 달지는 않은데 그렇다고 시지도 않음,빙수_과일,중립,,000030000000,,
그냥 더위 식히려고 먹기엔 나쁘지 않은 정도임,빙수_과일,중립,,000030000000,,
빙수 양은 보통이고 비주얼은 사진이랑 비슷함,빙수_과일,중립,,000030000000,,
블루베리 빙수라 블루베리 시럽이 많이 뿌려져 나옴,빙수_과일,중립,,000030000000,,
우유 얼음인데 연유 맛은 별로 안 느껴지네요,빙수_과일,중립,,000030000000,,
옥수수 알갱이가 토핑으로 올라가서 씹힘,빙수_과일,중립,,000030000000,,
얼음이 층층이 쌓여있고 중간에 팥이 조금 들어있음,빙수_과일,중립,,000030000000,,
딸기 빙수 시켰는데 시럽 맛이 좀 더 강하네요,빙수_과일,중립,,000030000000,,
망고가 슬라이스 되어 있어서 먹기는 편함,빙수_과일,중립,,000030000000,,
수박 빙수에 씨가 다 제거되어 있어서 먹기 좋음,빙수_과일,중립,,000030000000,,
얼음이 금방 녹는 편이라 빨리 먹어야 함,빙수_과일,중립,,000030000000,,
전체적으로 단맛이 강하지 않고 삼삼한 스타일임,빙수_과일,중립,,000030000000,,
과일 당도는 복불복인 것 같은데 이번엔 보통임,빙수_과일,중립,,000030000000,,
푸딩이 입안에서 살살 녹아요 진짜 인생 푸딩 등극함 ㅠㅠ,기타_디저트,긍정,,000001000000,,
젤라또 쫀득함이 미쳤음;; 이탈리아에서 먹던 그 맛임,기타_디저트,긍정,,000001000000,,
여기 요거트 볼 토핑도 대박이고 완전 상큼해서 기절함,기타_디저트,긍정,,000001000000,,
초콜릿 풍미가 진짜 깊네요 한 입 먹고 육성으로 감탄함,기타_디저트,긍정,,000001000000,,
아이스크림 우유 맛 진해서 너무 좋아요 완전 내 스타일!,기타_디저트,긍정,,000001000000,,
푸딩 비주얼도 미쳤는데 맛은 더 대박임 갓벽하다,기타_디저트,긍정,,000001000000,,
젤라또 식감 쫀득쫀득하니 예술이네요 사장님 손맛 최고,기타_디저트,긍정,,000001000000,,
그릭요거트 꾸덕함 실화냐;; 목 막히는 이 느낌 너무 좋음,기타_디저트,긍정,,000001000000,,
수제 초콜릿이라 그런가 확실히 고급지고 맛있어서 눈물 남,기타_디저트,긍정,,000001000000,,
여기 소르베 상큼함이 역대급임 입가심으로 완전 딱임,기타_디저트,긍정,,000001000000,,
푸딩 탱글탱글한 거 보소.. 흔들리는 것부터 이미 극락임,기타_디저트,긍정,,000001000000,,
젤라또 종류도 많고 맛 하나하나 다 진해서 감동받음,기타_디저트,긍정,,000001000000,,
요거트 위에 올라간 그래놀라 고소함 미쳤다 꿀맛탱,기타_디저트,긍정,,000001000000,,
생초콜릿 입에 넣자마자 사라짐;; 와 진짜 찐이다 여기,기타_디저트,긍정,,000001000000,,
아이스크림에 바닐라빈 콕콕 박힌 거 대박임 풍미 작렬,기타_디저트,긍정,,000001000000,,
푸딩 시럽 달콤 쌉싸름한 게 완전 취저임 한 개 더 먹고 싶음,기타_디저트,긍정,,000001000000,,
젤라또 원재료 맛이 그대로 느껴져서 너무 신선하고 좋음,기타_디저트,긍정,,000001000000,,
여기 그릭요거트 먹어본 것 중에 젤 꾸덕함 대박적,기타_디저트,긍정,,000001000000,,
초콜릿 퀄리티 무엇.. 선물용으로 샀다가 내가 다 먹을 뻔,기타_디저트,긍정,,000001000000,,
아이스크림 질감이 너무 부드러워서 계속 들어감 미쳤음,기타_디저트,긍정,,000001000000,,
푸딩 식감 진짜 몽글몽글하니 최고예요 또 먹으러 올 거임,기타_디저트,긍정,,000001000000,,
젤라또 쌀 맛 씹히는 거 너무 고소하고 중독성 갑임 bb,기타_디저트,긍정,,000001000000,,
요거트 신맛 하나도 없고 고소함만 가득해서 완전 만족,기타_디저트,긍정,,000001000000,,
다크 초콜릿 쌉싸름한 맛이 완전 고급스러움 그 자체,기타_디저트,긍정,,000001000000,,
아이스크림 토핑 조합이 진짜 천재적임 사장님 맛잘알,기타_디저트,긍정,,000001000000,,
푸딩 커스터드 향이 너무 진해서 한입 먹고 소름 돋음,기타_디저트,긍정,,000001000000,,
젤라또 먹으러 여기까지 올 가치가 있음 진짜 인생 젤라또,기타_디저트,긍정,,000001000000,,
요거트 과일 토핑 엄청 싱싱함 아삭아삭 씹히는 맛 굿,기타_디저트,긍정,,000001000000,,
초콜릿 코팅 바삭하고 안에는 촉촉해서 식감 천재임,기타_디저트,긍정,,000001000000,,
아이스크림 느끼하지 않고 뒷맛 깔끔해서 완전 추천함,기타_디저트,긍정,,000001000000,,
푸딩 식감이 너무 흐물거려서 불쾌함;; 콧물 먹는 줄,기타_디저트,부정,,000002000000,,
젤라또라면서 그냥 일반 아이스크림이랑 똑같음 개실망,기타_디저트,부정,,000002000000,,
요거트 너무 셔서 못 먹겠음.. 식초 수준인데 이거?,기타_디저트,부정,,000002000000,,
초콜릿에서 왜 냉장고 냄새가 나나요? 관리 노답임,기타_디저트,부정,,000002000000,,
아이스크림 다 녹아서 국물처럼 나옴 ㅡㅡ 최악이다 진짜,기타_디저트,부정,,000002000000,,
푸딩 시럽 맛이 너무 약해서 밍밍하고 아무 맛도 안 남,기타_디저트,부정,,000002000000,,
젤라또 쫀득함 1도 없음 그냥 서걱거리는 샤베트 같음,기타_디저트,부정,,000002000000,,
요거트 볼에 과일은 거의 없고 요거트만 한가득임 비추,기타_디저트,부정,,000002000000,,
초콜릿이 너무 달기만 하고 풍미가 전혀 없음 저렴한 맛,기타_디저트,부정,,000002000000,,
아이스크림 중간중간 얼음 알갱이 씹혀서 식감 별로임,기타_디저트,부정,,000002000000,,
푸딩 계란 비린내 너무 심해서 한 입 먹고 다 버림,기타_디저트,부정,,000002000000,,
젤라또 양 너무 적어서 누구 코에 붙임? 장난하나,기타_디저트,부정,,000002000000,,
요거트 유청 분리 다 돼서 물처럼 출렁거림 상태 왜 이럼,기타_디저트,부정,,000002000000,,
초콜릿 겉에 하얗게 핀 거 보니까 오래된 거 같음 찝찝함,기타_디저트,부정,,000002000000,,
아이스크림 인위적인 시럽 맛이 너무 강해서 거북함,기타_디저트,부정,,000002000000,,
푸딩 질감이 묵 같아서 별로예요 부드러운 맛이 없음,기타_디저트,부정,,000002000000,,
젤라또가 너무 빨리 녹아내려서 먹기 너무 불편함 노답,기타_디저트,부정,,000002000000,,
그릭요거트 너무 퍽퍽해서 목 막혀 죽을 뻔함 수분기 0,기타_디저트,부정,,000002000000,,
초콜릿 안에 견과류 눅눅해서 쩐내 남 개실망함,기타_디저트,부정,,000002000000,,
아이스크림 색소 맛 너무 심함 불량식품 먹는 기분,기타_디저트,부정,,000002000000,,
푸딩 위에 올라간 체리 시들시들해서 보기 안 좋음,기타_디저트,부정,,000002000000,,
젤라또 베이스 맛이 다 비슷비슷함 특징이 전혀 없음,기타_디저트,부정,,000002000000,,
요거트 토핑으로 준 그래놀라 너무 딱딱해서 이 아픔,기타_디저트,부정,,000002000000,,
초콜릿 코팅이 너무 두꺼워서 안에 맛이 하나도 안 느껴짐,기타_디저트,부정,,000002000000,,
아이스크림 통 관리가 안 되는지 다른 맛 섞여 있음 ㅡㅡ,기타_디저트,부정,,000002000000,,
푸딩 우유 맛이 너무 안 나서 그냥 물 탄 맛임 돈 아까움,기타_디저트,부정,,000002000000,,
젤라또 너무 달아서 반도 못 먹고 버림 당뇨 올 듯,기타_디저트,부정,,000002000000,,
요거트 텍스처가 너무 묽어서 마시는 요거트인 줄,기타_디저트,부정,,000002000000,,
초콜릿 눅눅하고 끈적거려서 손에 다 묻고 난리 남,기타_디저트,부정,,000002000000,,
아이스크림 양 뻥튀기 심함 컵만 크고 속은 텅 비었음,기타_디저트,부정,,000002000000,,
푸딩은 그냥 커스터드 맛이고 적당히 달달한 편임,기타_디저트,중립,,000003000000,,
젤라또는 두 가지 맛 선택 가능하고 컵에 담겨 나옴,기타_디저트,중립,,000003000000,,
요거트에 꿀이랑 바나나가 기본 토핑으로 들어있네요,기타_디저트,중립,,000003000000,,
초콜릿은 낱개로도 팔고 박스로도 구성되어 있어요,기타_디저트,중립,,000003000000,,
아이스크림은 일반적인 소프트 아이스크림 제형임,기타_디저트,중립,,000003000000,,
푸딩 식감은 탱글하기보다 부드러운 쪽에 가까워요,기타_디저트,중립,,000003000000,,
젤라또 맛이 여러 종류인데 무난무난한 맛들 위주임,기타_디저트,중립,,000003000000,,
요거트는 산미가 약간 있는 편이고 질감은 평범함,기타_디저트,중립,,000003000000,,
초콜릿은 다크랑 밀크 두 종류 있는데 쏘쏘함,기타_디저트,중립,,000003000000,,
아이스크림 위에 시리얼이 조금 뿌려져서 나옵니다,기타_디저트,중립,,000003000000,,
푸딩 시럽이 바닥에 깔려 있어서 섞어 먹어야 함,기타_디저트,중립,,000003000000,,
젤라또 질감은 쫀득하기보단 부드럽게 잘 넘어감,기타_디저트,중립,,000003000000,,
요거트 볼 사이즈는 1인분으로 적당한 크기임,기타_디저트,중립,,000003000000,,
초콜릿은 상온에 두면 금방 녹는 타입이라 빨리 먹어야 함,기타_디저트,중립,,000003000000,,
아이스크림 맛은 그냥 시중에서 파는 맛이랑 비슷함,기타_디저트,중립,,000003000000,,
푸딩은 차갑게 보관되어 있다가 바로 서빙됩니다,기타_디저트,중립,,000003000000,,
젤라또에 인공 향료 향이 약간 나긴 하는데 나쁘지 않음,기타_디저트,중립,,000003000000,,
요거트에 들어간 견과류는 아몬드랑 호두 정도임,기타_디저트,중립,,000003000000,,
초콜릿 카카오 함량이 표기되어 있어서 고르기 편함,기타_디저트,중립,,000003000000,,
아이스크림은 초코랑 바닐라 혼합으로도 가능함,기타_디저트,중립,,000003000000,,
푸딩 위에 생크림이 한 스쿱 올라가 있는 형태임,기타_디저트,중립,,000003000000,,
젤라또는 계절마다 한정 메뉴가 조금씩 바뀌는 듯,기타_디저트,중립,,000003000000,,
요거트 당도가 거의 없어서 담백하게 먹기 괜찮음,기타_디저트,중립,,000003000000,,
초콜릿 맛은 무난한데 끝맛이 살짝 텁텁하긴 함,기타_디저트,중립,,000003000000,,
아이스크림 베이스가 우유보다는 탈지분유 느낌임,기타_디저트,중립,,000003000000,,
푸딩 양은 식사 후에 가볍게 먹기 좋은 정도임,기타_디저트,중립,,000003000000,,
젤라또 색감이 파스텔 톤이라 사진 찍으면 잘 나옴,기타_디저트,중립,,000003000000,,
요거트는 수제라고 하는데 시판용이랑 큰 차이는 모를,기타_디저트,중립,,000003000000,,
초콜릿 조각 크기가 일정하지 않고 투박하게 잘려 있음,기타_디저트,중립,,000003000000,,
아이스크림 콘이랑 컵 중에 선택할 수 있게 되어 있음,기타_디저트,중립,,000003000000,,
여기 의자 진짜 편해서 엉덩이 붙이면 못 일어남ㅋㅋ,공간_편의시설,긍정,,000000100000,,
콘센트 자리마다 다 있어서 노트북 하기 완전 꿀임!,공간_편의시설,긍정,,000000100000,,
화장실에서 향기 나고 엄청 깨끗함 대박임;;,공간_편의시설,긍정,,000000100000,,
매장 진짜 넓고 쾌적해서 단체로 가기 딱임,공간_편의시설,긍정,,000000100000,,
주차장 광활해서 주차 걱정 1도 없음 굿굿,공간_편의시설,긍정,,000000100000,,
와이파이 속도 미쳤음 5G보다 빠른듯,공간_편의시설,긍정,,000000100000,,
천장 높아서 개방감 장난 아님 가슴이 뻥 뚫림,공간_편의시설,긍정,,000000100000,,
