Original_Review,label
음료도 맛있고 고양이도 귀여워요 매장이 생각보다포근하고 좋습니다,100000010000
에어컨을 너무 세게 틀어서 매장이 추울 정도였는데 담요도 없네요.,000000200000
"성수동에서 제일 깔끔하고 주차하기 좋고 화장실 편하고, 심지어 커피도 맛있고 디저트도 맛있고 사장님도 정말 친절하세오!",100000101000
초콜렛 57 아이스 정말 맛있어요 사장님도 너무 친절하시고 카페가 완전 감성적으로 꾸며져있어서 사진 건지기도 너무 죠아용 파머스카페에서만 느껴보실 수 있는 특색있는 초코 우유 꼭 드셔보시길 바랍니다.,100000011000
신메뉴가 종종 나오고 이벤트도 해서 좋아요,000000001000
"돈이 아깝지 않을 정도로 메뉴가 특별하고 맛도 좋고, 양도 푸짐했습니다.",000000000100
커피 너무 분위기 좋아요. 서울숲 속에서 커피 한잔 하는 기분입니다 사랑스러운 카페에요,100000010000
오리는 친절하고 커피는 맛있어요,100000001000
아메리카노 큰 사이즈가 2500으로 행사한다는거 보고갔는데. 결제후 가격이 이상해서 왜 할인 안되는지 물어봤더니 아메리카노는 큰사이즈 달라고해야 주는거에요 라고 합니다그래서 큰 아아2500원 할인 중인데 .제가 3400원으로 작은 아메리카노 받았습니다 어어 없어,300000002200
볼거리가 많아요!!! 예뻐요 정말,000000010000
커피가 너무 맛있고 다양한 시그니처 메뉴가 많아요 ! 매장도 아늑하고 성수오면 또 방문하고 싶은 카페입니당,100000010000
마감 한 시간 전쯤 가니 사람도 없고 여유롭고 좋았네요.,000000000003
여름엔 역시 이 집 빙수죠! 올 때마다 변함없이 맛있네요.,000010000000
도넛이 진짜 너무 맛있어서 흡입하고 왔어용... 봉땅 도넛이였다고 얘기할 것 같아요Good,000001000000
민트를 좋아하는 편이라 우연히 발견하고 바로 들어갔습니다! 맛있고 깔끔하고 다양하고 좋았어요!,000000000000
커피는 맛있는데 지도만 보고 찾아가기엔 헤매는 신기한 이곳...,100000200000
분위기 좋고 커피가 너무 맛있어요. 재방문 의사 있어요.,100000010000
생망고가수북히 가성비가좋아요 넘맛있습니다,000010000100
특이한 메뉴가 있어요! 단 음료인데도 불구하고 부모님께서 좋아하세요 커피러버면 하이라인라떼 추천이요,100000000000
망고치즈설빙은 진리,000010000000
"메론빵과 소라빵, 치즈타르트는 맛있었어요... 오사카 치즈케잌은 그냥 아무 맛도 없어서 별로였어요... 매장이 좁은 만큼 빵에 대한 위생을 생각하는 장치가 필요해보였습니다.",012100202200
딸기 케이크라더니 딸기가 위에만 있고 속엔 거의 없네요.,002000000000
성수동에서 괜찮은 카페 찾다가 와봤는데 넘 귀여워요 외관도 넘 귀엽고 액자들도 귀엽고 인테리어 잘 되어있어요! 쿠키 메뉴도 다양한것 같아요!!,000300010000
매장이 쾌적하고 서울숲이랑 이어져 있어서 경치도 좋고 편하게 쉴 수 있는 공간이 있어서 좋았어요,000000110000
설숲 안쪽이라 찾기 어렵지만 그만큼 한적하고 뷰가 예뻐요!! 좌석이 다양해서 원하는대로 앉을 수 있다는게 장점인듯 합니다 디저트 선택지도 많아요!!,000000110001
단일메뉴에 테이크아웃 이라서 금방금방 차례가 와서 기다릴만했어요 딱 소금빵의 정석 친환경적인 포장 넘 좋고,010000000013
전에 와봤는데 분위기도 좋고 넘 맛있어서 친구들 데리고 또 왔어요! 복숭아 스무디 첨 먹어봤는데 파는 거 안 같구 넘 맛있어요 항상 새로운 메뉴 도전할 때마다 성공이더라구요! 오늘은 웨이팅도 없어서 빨리 들어와서 좋았어욥,100000010001
선물받은 아메리카노 맛있게 먹을께요 감사합니다 예쁜목소리가 계속해서 들리네요,100000001000
너무너무 맛있고 예쁜 인테리어였어요!!!!,000000010000
사장님 친절한 설명 와인도 맛있고 아이스크림도 너무 잘어울여요!!! 사진편하게 찍을수있게 조명이랑 조절해주시고,100001011000
미국느낌의 브런치를 먹고싶을때 오면 좋을 것 같아요,000000010000
맛있는 메뉴가 많아요 컵도 이뿌고 패키지도 예뻐서 받으면서 기분이 좋아집니다,000000000010
커피도 에그타르트도 너무 맛있어요,101000000000
공간이 넓고 쇼파의자가 많아 편해서 단체로 오기좋네요. 커피도 맛있고 분위기도 힙해서 자주옵니다,100000110000
구경거리 많고 커피 맛있어요,100000010000
사장님 너무 친절하셔서 갈 때마다 기분 좋아요! 그리고 무엇보가 커피가 진짜 넘 맛있음 숨겨진 찐카페,100000001000
매장 깨끗하고 분위기 좋고 든든 미숫가루 너무 맛있어요!!!,100000110000
이곳은 맛도 맛이지만 친절함 때문에라도 계속 오게 될 것 같아요.,000000001000
츄러스 도넛 처음먹어보는는데 너무 맛있어요! 크리스마스 트리도 예뻐요!!,000001010000
삼치와 오일파스타 조합이 가장 궁금했어요. 너무 맛있어요! 라자냐도 깔끔하게 맛있었습니다. 테라스 공간이 너무 멋있네요 ),000000010000
보냉 가방은 별도로 구매하거나 가져오시는 게 좋을 듯요.,000000000030
텀블러 할인은 300원 정도 되는 것 같으니 챙겨가세요.,000000003000
넓고 쾌적한 매장이 생겨서 너무 좋아요,000000100000
"새로 생겨서 한번 와봤는데, 세상에,,, 케익이 너무 맛있어요! 달콤하면서 빵은 촉촉하니 넘나 제 스타일이였어요!!",001000000000
메뉴판 가격이랑 결제 금액이 달라서 물으니 가격 올랐대요.,000000000200
카페 분위기가 너무 좋네요!! 가운데 있는 트리가 진짜 예뻐요,000000010000
참 신기한 디저트카페가 있어서 방문했어요 커피맛 괜찮게 잘 먹었어요,100000000000
피넛버터 너무너무 좋아하는데 취저 카페네요!!!,000000000000
분위기좋고 사람많지않아요 작업하기조음,000000110001
블루베리치즈케이크를 먹은 후로 페로몬이 자꾸 생각나서 이번에 친구 생일을 맞이해 또 예약픽업했어요! 이번엔 솜사탕 머랭치케를 도전해봤는데 굉장히 고급스럽고 고소한 체리쥬빌레 맛인데 체리쥬빌레의 텁텁하고 느끼함은 하나도 없어요!! 페로몬 케익의 치트키는 케익가장 밑에 있는 쿠키? 타르티지 느낌?의 층이에요 블루베리 치케의 바닥층은 진한 초코타르트지이고 솜사탕 치케의 바닥층은 약간 버터바 느낌이에요 둘다 너무 맛있어요.. 적당히 달달하고 물리지 않아서 저번위스키랑 먹었는데 너무 잘어울렸어요! 암튼 시즌마다 새로운 케이크 내주시는거 같은데 또 기대하고 있겠습니다!,001000000000
키링이 너무 귀엽고 특이한 아이스크림이 있어서 추억으로 좋아요!!,000001000000
민초단이라 방문했는데 다른 곳 민트보다 월등히 맛있어서 놀랐어요 민트 좋아하시는 분들은 강추요!!,100000000000
맛있는 스톤 슈페너 잘 먹었습니다!,100000000000
수플레 맛집이라고 해서 왔어요 기대됩니다!,000003000000
공원앞이라 그런지 사람들이 많아요. 다양한빵과 커피로 즐길수 있는 매장이에요,330000000002
인생 식빵인거 같아요 버터맛 미쳤는데 심지어 따뜻해 커피도 맛있어서 같이 먹으니까앉은자리에서 다 먹었음..,110000000000
시그니처인 브루크 음료도 맛있고 티라미수가 촉촉하고 생각보다 안달아서 너무 맛있어요!! 인테리어도 빈티지엔티크한 감성인데 분위기 완전 좋았어요 다음에 성수 놀러오면 또 방문예정!,101000010000
제가 너무 좋아하는 성수 엘피카페입니다 분위기도 너무 좋은데 이 가격에 엘피랑 청음실까지... 꼭 와보세요!!! 바나나푸딩도 진짜 맛있어요,000001110100
마망젤라또 줄 서있어서 들어왔어요 피스타치오 맛 시켰는데 정말 맛있어요!!,000001000002
주문할 때 직원분이 바빠 보여서 필요한 말만 딱딱 나눴어요.,000000003000
"커피맛은 soso, 분위기는 good",300000010000
소금빵 붕어빵이 진짜 쫀맛태잉에요...단짠고소해요 완벽한맛이에요 짱짱추천!!!,010001000000
질문을 하니 한숨을 푹 쉬며 응대하는데 정말 기분 잡쳤습니다.,000000002000
본점을 사랑해서... 에스프레소 여전히 훌륭합니다 아인슈페너도 맛있어요 ) 본점보다 베이커리류가 풍성하네요!,110000000000
"매장이 지인짜 넓고 쇼파좌석, 테이블좌석 등등 다양하게 있어요! 층고가 높아서인지 시끄러운 느낌도 덜합니다 쉬러오기 넘 좋아욥",000000100001
대량 주문은 최소 3일 전에는 미리 연락 드려야 한대요.,000000000030
맛있어서 그런지 또오게되네요,000000000000
흑임자아포카토 아주 흑임자 그 잡채!!!! 무화과와 흑임자를 너무 좋아하는 제게 여기가 아주 딱이네요!!!! 빨리 안오면 웨이팅있어요!!,000001000002
커피도 맛있고 분위기가 좋아요,100000010000
입구 근처는 조금 번잡하니 안쪽 자리를 추천드립니다.,000000000003
"두번째 방문 오렌지주스맛집 팬케이크, 오믈렛 강추",110000000000
레모네이드는 신맛이 강하지 않아서 누구나 마시기 편할 듯해요.,300000000000
자몽 에이드 탄산이 톡 쏘고 과육이 씹혀서 청량감 대박입니다.,100000000000
복숭아 빙수가 생각한거랑 다른 맛이였는데 신기했어요 약과 같은건 뭔가 처음 먹어본 맛이라 신기했어요!,000330000000
티라미수나 푸딩 둘 다 추천 메뉴라 시켰고 단거 잘 못 먹는 저도 1인 1티라미수 1푸딩 쌉가능한 맛이었어요!,001001000000
바쁜 시간대인데도 직원분들이 평정심을 잃지 않고 친절하시네요.,000000001000
프렌즈크로크마담(?)을 먹었는데 진짜 진짜 맛있더라구요! 또 공간도 너무 예쁘고 직원분들도 너무 친절했어요!,010000011000
달지 않고 말차 본연의 맛이 느꺼져서 좋아요,100000000000
사무실 근처라 자주가는데 커피 맛있어요,100000000000
호텔도 아닌데 서비스 차지 붙는 것 같은 비싼 가격이네요.,000000000200
수플레케이크 맛집입니다,000001000000
휘낭시에가 너무 질겨서 고무 씹는 줄 알았습니다. 실망이에요.,000200000000
우드톤 분위기 참 좋은 성수동 카페에요. 문 앞에 대형 리스 참 예쁩니다,000000010000
이층 분위기가 생각보다 좋아요 하지만 물도 없고 ..좀 관리가 필요한듯,000000210000
인테리어가 깔끔하고 집중해서 노트북 하기 좋은 곳!!!! 마카다미아 크림 라떼는 고소하고 달콤해서 추천합니다!!,100000110000
대화하느라 정신 없어서 음료도 못 찍었네요 대화하기 좋고 친절해요! 깔끔합니다!,300000101001
매장이 넓고 분위기도 좋아요! 커피도 맛있어오,100000110000
레몬핀 안의 필링이 되게 상큼새콤해요! 비타민씨 먹는 느낌,010000000000
이국적인 분위기 카페 너무 좋아요.. 일단 파이 종류가 많아가지구 뭐먹을지 고민하는 시간조차 행복했어요 초코류 좋아하시는분들 취저인 티라미슈부터 다양한 과일종류도 있어서 좋아하시는 거 골라서 먹으면 너무 좋을 듯해요! 그리고 개인적으로 그림치즈가 너무 부드럽고 맛있어서 담에 또 먹구싶어요,001000010000
점심엔 커피가1000원할인됩니다. 빵종류가많아서좋아요,110000000100
셔벗에 얼음 알갱이가 너무 커서 식감이 아주 안 좋습니다.,000002000000
프렌치 토스트 먹으러 왔어요 레몬딜 에이드 상큼하고 맛있어요,110000000000
재밌었어여 시간이 부족했습니다,000000000000
달달하구 맛있어용 수요일 저녁인데 대기 별로안하고 바로 들어왔어용,000000000001
"서울숲에 이런곳이!! 인테리어 너무 멋져요. 비스코티, 하이라인라떼 크림찍어서 먹으니 너무 맛있어요. 다른곳에서 만나지못했던 단호박크림소금빵도 독특하네요. 넓고 조용해서 시간보내기 좋았어요. 재방문각!!!",110100110000
요즘 유행하는 트렌드에 맞게 인테리어가 아주 모던하고 여자들에 좋아할만한 분위기였습니다. 커피 원두도 산미와 고소함이 적절하게 어우러져 근래 먹은 커피중에 아주 맛있었습니다. 그리고 테라스가 있어 요즘 날씨에 이용하기 아주 좋아보였습니다. 화장실이 깔끔하고 특헤 직원들이 너무 친절했습니다. 다음에는 케이크도 먹어보고 싶네요,100000111000
에그인헬 존맛. 잼 종류 많아서 고르는 재미가 있어용,010000000000
바질 비게트가 정말 맛있어요! 차 종류도 따라마시게 나와서 좋았습니다,110000000000
망고듬뿍 묵직함에 케잌 받을때부터 놀랬는데 맛도 진짜 최고였어요 또 구매 할게요,001000000000
넘 친절하시고 빵도 맛있어요! 소금빵 모양이 신기한데 다른 식감을 모두 맛볼 수 있어서 좋아요,010000001000
초코마카다미아 휘낭시에와 아메리카노 먹었어요 오우드 주문해서 먹다가 매장 직접 방문은 처음인데 매장 인테리어도 멋지고 실내가 엄청 넓어요 근데 넓은 만큼 사람들 많아지면 확실히 시끄러워지더라고요 그것 제외하고는 베이커리류 맛있어요!,110100110002
에스프레소 처음 한 입 먹는 순간 쓴맛보다는 다른 맛이 풍부하게 나고 너무 좋네요. 스톤 슈페너도 흑임자 크림과 커피가 너무 잘 어울려요,100000000000
빵이 귀엽고 맛있어요,010000000000
빙수 얼음이 너무 거칠어서 입안이 까칠해지는 느낌이었습니다.,000020000000
벽지 색깔이 너무 튀어서 눈이 피로하고 정신 사나웠습니다.,000000020000
커피가 맛있고 디저트도 맛있습니다! 분위기도 좋아서 다음에 또 올 것 같아요,100001010000
커피가 주변에서 가장 맛있어요! 디저트도 다양해서 고르는 재미가 있네용,100001000000
"공간이 너무 이쁘고 좋아요 ! 커피도 맛있고, 케익도 너무 이뻐요!!!",101000010000
수플레가 너무 맛있고 인테리어 분위기가 너무 좋아서 더 감성적인 것 같아요,000001010000
언뜻 외관을 봤을 때... 테이블이나 의자도 좁은 편이다보니...,100000200002
"디져트 맛있어요 케이크 맛있어요 매장은 조금 소음이 있는편고 직원들은 친절한 편은 아니에요,, 화장실은 시간별로 체크 하는게 좋을것 같아요 , 조금 지저분한 편입니다 베이커리는 맛있는데 조금 아쉽네요",011000202002
빵도 맛있고 커피도 아주 맛있어요 성수동에서 아주 좋아하는집입니다,110000000000
뱅쇼가 달지 않아. 단거 싫어하신다면 추천드려요!!,100000000000
웨이팅 30분 예상했는데 10분 만에 불러주셔서 기뻤어요.,000000000001
너무 좋았어요 두시간이 좀 부족했지만 다음에 또 오고싶어용,000000010000
오랜만에 성수 와서 디저트가 먹고싶어서 찾다가 방문한 네모네 진짜 그냥 모든게 네모에요 근데 다저트랑 음료 맛은 당연히 너무 맛있고 왜 항상 사람들이 많이 오는지 알겠어요,100001010002
아이스 커피인데 얼음이 너무 빨리 녹아서 금방 밍밍해졌어요.,200000000000
오픈이 11시길래 그 시간에 갔는데도 50분정도 기다리고 입장했어요. 외국인 관광객들이 많아서 줄이 길기도 하지만 매장이용시 자리는 꽤 있는데 포장손님 때문인지 줄 세워서 들어가게 하는 듯? 암튼 소금빵 맛있었고 커피도 괜찮았아요아기자기 인테리어 예뻐요,110000010002
포장했는데 가게도 너무 아늑하고 이뻤고 꽈배기 종류도 다양했어요 포장해와서 모양이 찌그러졌지만 꽈배기는 정말 맛있더라구요 다 맛있는데 블루베리크림치즈가 제일 맛있었어요,010000010010
주차장 옆이라 먼저 좋았구요 다 먹어보고 싶었지만 3가지 주문하고 단호박슾까지 2명이 배터지게 먹었어요. 맛은 프레쉬하면서 모두 너무 맛있어요!!!싱싱싱싱익힘정도도 너무 딱입니다.재방문 2만퍼센트 입니다,000001100000
명절때 두고드고 먹을 베이글 사왔어요,010000000010
"요즘 카페 가면 커피 맛보다 분위기 먼저 보게 되는데, 온리고엔코마켓은 둘 다 만족이라 자주 가게 돼요. 음악도 분위기에 딱 맞아서 감성 충전 제대로 했어요.",100000010000
진짜 너무 아름다운 공간이었습니다! 비건떼랑 와인 마시면서 잘 놀았어요,100000010000
소금빵 종류가 엄청 다양하고 다른 빵들도 종류가 다양하게 있어 고를 맛이 납니다! 음료들도 정말 다양하구요,110000000000
직원이 제 이름을 확인하더니 이름이 비슷해 헷갈렸다며 앞 손님을 불러 케이크를 돌려받아 곧바로 저한테 건네주시더라구요. 실물 확인이나 재포장 없이 그대로 전달주시는게.. 많이 실망스러웠습니다.,000000002000
오 성수동 숨겨진 핫프레이스인듯,000000010000
케잌이 맛있고딸기도 많이 뜸뿍들었어요! 음료도 맛있어용!,101000000000
인테리어 너무 아기자기 하고 귀여워요!! 맛은 말해뭐해 너무너무 맛있었어요 특히 콘치즈스프? 존맛탱!!,010000010000
부모님 생신이셔서 갔는데 너무 맛있다고 좋아하셨어요. 크림도 일반 빵집 케이크랑 정말 다르고 너무 부드럽네요,001000000000
"딸기 초코 부쉬 ! ... 어피스앤드피넛 , 복숭아보리, 쪽파 스콘까지 야무지게 먹어치웠어요! ... 케이크도 맛있고 음료도 맛있어서",101100000000
양이 혜자구요 전부다 깔끔하고 좋아요 친절하시고 가성비도 좋아요,000000101100
특별한 날 홀케이크 주문했는데 레터링도 정성스럽고 아주 예뻤어요.,001000000000
망고도 맛있고 빙수 양도 엄청 많았어요!! 더운날 시원하게 잘 먹고 갑니당,000010000000
커피가 너무 맛있어요! 초록 앞치마 직원분 너무 착하네요!!,100000001000
수플레 팬케이크가 구름처럼 퐁신퐁신하고 입에서 사라지네요.,000001000000
두번째 방문이에요 공간 예쁘고 시그니처 메뉴있어서 좋아요,000000110000
인테리어도 멋지고 빵이 너무 담백하고 맛있어요!!,010000010000
케익 맛집이라 일부러 찾아왔는데 진짜 맛있어요,001000000000
마들렌이 푸석푸석해서 한 입 먹자마자 가루가 다 날리네요.,000200000000
이렇게 귀여운 카페가 있다니 !!! 디저트 고르기도 어려워요 귀여움투성이,000001010000
충전기는 따로 빌려주지 않고 콘센트만 사용 가능합니다.,000000300000
수건케이크랑 지크커피 먹고 왔어요 성수동 안에서 힙하고 분위기 좋은 카페입니다,101000010000
언제나 와도 항상 너무너무 맛있어요... 망고빙수도 도른맛,000010000002
너무 귀여워서 발길이 떼지지 않아 구입해버렸어요 빵이 태어난거라고 표현하신 사장님 귀욥..,010000001000
"레모네이드 맛있어요! 카페도 너무 이뻐요 그리고 밖에 너무 더운데 카페 진짜 시원해서 좋아요,,",100000110000
"유명세 치고는 커피맛이 그리 뛰어나지는 않는듯 합니다... 인테리어가 심플하고 깔끔했는데, 그에 비해 손님들 앉는 좌석쪽이 편하지는 않았습니다.",300000210000
무스케익 맛있어요. 피스타치오인데 느끼함 없이 산뜻하고 부드러워요! 디저트 종류가 다양하고 맛있어요. 친절하시고 메뉴 자리에 직접 가져다주세요.,001000001000
이쁘기도 했지만 너무 맛있어서 다들 어디서 샀냐고 사장님도 너무 친절하셨습니다,001000001000
사장님이 너무 친절하셔서 수업 정말 쉽고 재미있게 잘 했던 것 같아요. 데이트 코스로 추천합니다!,000000001000
식사를 하고 오는 바람에 빵은 먹지 못했네요 커피는 맛있습니다... 2층 뷰가 거리뷰이긴 하지만 뛰어납니다.,100000010000
인테리어랑 컨셉이 확실하고 기여워요. 특히 할로인에 인기 많을 거 같습니다. 대화하기 조용한 곳이라 마음에 드네요. 그리고 디저트랑 커피도 맛있어요,100000010001
화장실 냄새가 매장까지 퍼져서 분위기를 다 망쳐버렸네요.,000000020000
깔끔하고 편안한 분위기의 카페 성수에서 발견했네요 라떼가 진짜 부드럽고 맛있어요 분위기도 좋아서 다음에 또 와야겠어요,100000010000
반려동물 동반 시에는 케이지나 가방이 필수라고 하네요.,000000300000
급하게 생일파티 잡혀서 알아보다가 알게된 케익집 디자인도 너무 다양하게 많고 맛있어서 다음에 카페로 이용하려고여 여기 대박나야해요 감성 최고,001000010000
수플레 팬케이크는 만드는 데 시간이 좀 걸린다고 하니 참고하세요.,000003000000
오랜만에 빠에야 먹었네요 입구부터 연못을 보면서 너무 좋다고 생각했어요 1.2층 공간이 다 좋고 자주 오고 싶은 미음이 들었네요 강추!!!,000000110000
테이블 크기가 작아서 여러 개 시키면 자리가 꽉 찰 듯해요.,000000300000
한잔의 커피가 고객에게 오기까지 담긴 과정과 이야기를 도슨트 분의 설명과 영상을 통해 알아갈수 있었고 바리스타분의 브루잉 추출을 통해 파나마 에스메랄다 게이샤의 맛과 가치를 느껴볼수 있어서 유익한 시간 이었습니다! 여자 도슨트분의 배려와 친절함 어색함 없는 스몰토크가 인상 깊었고 좋은 인상을 받았습니다 다만 아쉬운점 이라면.. 남자 바리스타분의 고객 한사람한사람2명 있었음 응대하는 방법과 설명이 조금 미흡하지 않았나 싶네요.. 다음에는 블랙로드에서 어떤 원두로 어떤 이야기를 만들어 소개할지 다음이 기대가 되는곳 입니다! 특별한 경험 이었어요!,100000003000
인형 완전 귀여워요 아이스크림도 예상 못하게 맛있는 맛이에요! 친절하게 안내해 주셔서 감사합니다,000001001000
도너츠 종류도 많고 기대한만큼 맛있어요!,000001000000
젤라또가 정말 진하고 쫀쫀해요! 매장 분위기도 넘 아늑하고 편안해서 다음엔 저녁에 오려구요,000001010000
찐 한 우유맛 빙수가 과일들이랑 잘 어울려요,000010000000
울적해서 마실나왔는데 친절한응닥에 기분이 업되었어요 감사해요,000000001000
출근길에 기다리지 않고 가볍게 들려서 픽업하기 좋아요,000000001001
보냉 포장 부탁했는데 아이스팩도 안 넣어주셔서 다 녹았음.,000000000020
릴스 떠서 왔는데 너무 맜있어요! 나중에 또 올것 같아욤,000000000000
다양한 종류의 쿠키가 있어서 입도 눈도 모두 즐거운 곳이었어요! 매장이 넓고 좌석도 많아서 단체 방문해도 너무 좋을 것 같아요,000100100000
케이크가 정말 맛있고 매장분위기가좋아요,001000010000
티라미수 시트가 커피에 촉촉하게 적셔져 있어 풍미가 예술입니다.,001000000000
젤라또 한 컵에 두 가지 맛을 선택할 수 있는 게 장점이네요.,000003000000
2층에 있는 천장 조명들이 너무 이뻐서 성수가면 가게 되는 카페 매장이에요!,000000010000
맛은 동네 분식집 빙수만도 못해요.,000020000000
음료도 빠르게 나왓고 맛있어요,100000001000
직원분들 친절하시고 쾌적하고 좋아요,000000101000
서울숲 피크닉가면서 마시려고 루이보스 허니부쉬티랑 디카페인라떼 따뜻하게 주문했어요! 역시 쬰맛쿠키 에티오피아랑 다른 커피원두도 또 샀는데 어머님이 좋아하셨습니당,100100000000
선물용 카드는 따로 안주셔서 아쉬워요.,000000000020
디저트들이 전반적으로 비주얼뿐만 아니라 맛도 확실히 챙겼네요.,000001000000
2층에 있어서 엄청 찾았는데 진짜 열심히 찾아서 오길 잘한 맛.. 바질 안에 치즈에 캐슈넛 들어있는 게 와 진짜 뭐지 천잰가 너무 맛있는데요 담에 또 올게요!!,000000000000
개성주악 처음 먹어보는데 맛있네요! 선물용으로 사가기 좋을 것 같아요. 저녁이라 그런지 과일종류가 적어서 아쉬웠어요 다음에 다시 올게여,000021000010
정말 날 좋은날 앉아서 멍하니 있으면 행복이 이런것이구나 하고 느껴지는 카페입니다..정말 카페가 너무 이쁘고 맛도 있습니다 성수 여유로움과 행복함을 느끼고 싶으면 강추 합니다,000000010000
샤인머스캣 빙수가 청량감이 대박이고 과일이 정말 달아요.,000010000000
소금빵이 겉은 바삭하고 속은 촉촉해서 인생 빵집 등극입니다.,010000000000
정말 맛있어요!! 키위주스는 필수이고 무화과프로슈토타는 꼭 드세요!! 데이트하기도 좋습니다,110000000000
새로오픈햇다고 해서 와봤는데 분위기 좋고 깔끔해요! 땅콩잼 좋아해서 입맛에 잘 맞아요,010000010000
갈 때마다 너무 친절하신 사장님 맛있게 잘 먹었어요!!,000000001000
너무너무 매장이 넓고 쾌적하고 베이글도 맛있어요! 음료도 너무 맛있어요!,110000100000
아이스크림 가격이 좀 비싼가? 했는데 아이스크림 종류에 맞는 키링도 함께 줘요!!,000001000100
음료와 빵 모두 맛있고 한입 베이글이 귀여워요!!,110000000000
인원이 셋이라... 직원분이 2인석자리 붙여 앉지 말라고 쌀쌀맞게 말하고 가시더라구요? 주문한 음료도 다 입맛에 안맞았으니 두 번 방문할 일은 없을거같아요.,200000002000
every time 스타벅스,000000000000
포장 속도가 엄청 빠르셔서 바쁜 아침에도 이용하기 좋아요.,000000000010
카페 너무 이쁘고 소금빵 완정 맛있어요!!! 대기시간이 조금있을 수 있어요!! 품절된게있어서 아쉬워요,010000010003
분위기 너무 좋고 사람도 없어서 친구랑 도란도란 이야기 하기 좋았어요,000000010001
조용하면서도 맛있는 카페예요! 주차장을 잘 못찾았지만 전화로 잘 설명해주시고 주차장도 컸어요! 옥수수 프렌치토스트는 빵사이에도 옥수수 크림과 옥수수아이스크림이랑 조화로워서 부드럽고 달달하면서 고소합니다 초당옥수수커피도 저렴한 단맛이 아닌 고급지고 은은하니 진짜 맛있었어요. 정성스레 만들어 주셨는데 5분만에 먹어서 민망했지만 다른 음료와 디저트도 먹어보고 싶어요!!,110000101001
매일 이용하구 있어요 커피두 마싯고 가성비 최고!! 자주 이용할게요,100000000100
성수 느좋 카페를 찾았어요!!!! 저녁엔 위스키 펍으로 바뀌는데 커피 음료도 마실 수 있어서 좋았어요.,100000010000
베이글이 맛있어 보여요! 인테리어도 깔끔하고 먹고 가기도 좋아보여서,010000110000
직원분들의 유니폼이 깔끔하고 매장 이미지랑 너무 잘 어울려요.,000000001000
거의 매일 가는 카페 중 하나 ! 직원분들 엄청 친절하시고 매장도 이쁩니당... 작업하러 많이 가는데 단골 될 거 같아요 ),000000111000
디저트 종류가 매일 조금씩 달라지는 것 같네요.,000003000000
파블로바 맛집이에용 많이 안달고 넘 맛있어요! 친절하신 사장님 덕분에 좋은시간 보내고 갑니다,000001001000
분위기 너무 미쳤구요 음료도 술도 진짜 레전드입니다.. 단골 확정..!!!!!!,100000010000
맛있긴한데 너무 사람많고 자리도 불편해서 굳이..입니다,000000200002
서울숲에 꽃구경왔다가 들렸는데 채광도 좋고 자리도 오손도손 수다떨기 좋아요! 케이크도 너무 이쁘고 고급져서 데이트코스로도 너무 좋을 것 같습니다. 힐링하고 싶으신분들 꼭 들려보세용,001000110000
젤라또 종류는 몇 가지 있는데 그냥 평범한 맛이에요.,000003000000
빙수 먹는데 머리카락이 나와서 비위 상하고 기분 다 망쳤습니다.,000020000000
처음에는 커피만 계산해서 먹다가 디저트도 시켰는데 디저트도 맛 있어요!,100001000000
"상하목장 아이스크림 먹고싶어서 찾아다녔는데, 브라우니까지 추가되다니 너무 좋았어요 서비스도 주시고 매장 분위기도 너무 좋네용",000101011000
레몬맛 아이스크림 맛있어요,000001000000
로얄밀크티쉐이크 맛있어요 짱짱,100000000000
오후 반차 쓰고 혼자 커피 마시러 들렀어요 달짝지근한 디저트와 라떼 한 잔 마시면서 힐링 이런 곳인 줄 알았으면 진작 왔지요,100000000000
에이드 두잔 시켰다가 딸리우유가 시그니처 인거 알고 또 주문해서 먹었어요. 넓어서 좋았는데 음료는 맛있지는 않고 무난했습니다,300000100000
분위기가 너무 좋습니다 추천받아 서울숲까지 찾아왔는데.. 기분좋은 시간이네요,000000010000
커피맛이 너무 좋아요 스톤슈페너는 첨인데 굉장히 맛있고 감동적입니다. 추천이요,100000000000
커피가 맛있어서 자주가요,100000000000
망빙 먹었는데 돈안아깝구 정말 맛있어요 담에 복숭아빙수 먹으로 오고시퍼용,000010000100
반려견 물그릇을 먼저 챙겨주시는 센스에 정말 감동받았습니다.,000000001000
양이 적으면 맛이라도 있어야 하는데 둘 다 아니라서 화남.,000000000200
친절하시고 맛잇어요!!!,000000001000
더치아메리카노와 티라미수 수플레 맛있어요.,101000000000
아무리봐도 베이글인데 하며 잘라보니 치즈케이크 솔티드 카라멜 치글 먹었는데 짭짤하면서 달달하니 너무 맛있어요!!!!!! 매장도 깔끔하고 사진이 너무 잘나오더라구요,001000110000
주차비 별도에 음료 가격까지 비싸니 정말 부담스러운 곳임.,000000000200
에그타르트 감별사인데 너무 맛있습니다!! 성수 오시면 추천드립니다!!,000100000000
분위기 있고 널직하게 테이블이 있어 좋습니다,000000110000
인테리어도 너무 멋지고 친절합니다 라떼좋아하는데 커피도 너무 맛있어요! 이색적인 음료도 많아요!,100000011000
에어프라이어에 살짝 구우니 최고.. 완전 고소하고 맛있음!!!!!,010000000000
서울숲 근처라 그런지 가게도 깔끔하고 직원분이 정말 친절했어요,000000101000
맛있었어요! 근데 음료는 조금 약한듯 가격이 비해 좀 아쉬운면이 있네요 음식은 좋았어요,200000000200
